,age,length_of_service,STATUS,BUSINESS_UNIT,hierarchy_job,population_category,gender_short_F,gender_short_M,department_service_Business,department_service_Customer
28809,35,6,1,1,0,2,1,0,0,1
28810,36,7,1,1,0,2,1,0,0,1
28811,37,8,1,1,0,2,1,0,0,1
28812,38,9,1,1,0,2,1,0,0,1
28813,39,10,1,1,0,2,1,0,0,1
28814,40,11,1,1,0,2,1,0,0,1
28815,41,12,1,1,0,2,1,0,0,1
28816,42,13,1,1,0,2,1,0,0,1
28817,33,4,1,1,0,2,0,1,0,1
28818,34,5,1,1,0,2,0,1,0,1
28819,35,6,1,1,0,2,0,1,0,1
28820,36,7,1,1,0,2,0,1,0,1
28821,37,8,1,1,0,2,0,1,0,1
28822,38,9,1,1,0,2,0,1,0,1
28823,39,10,1,1,0,2,0,1,0,1
28824,40,11,1,1,0,2,0,1,0,1
28825,41,12,1,1,0,2,0,1,0,1
28826,42,13,1,1,0,2,0,1,0,1
28827,33,4,1,1,0,1,1,0,0,1
28828,34,5,1,1,0,1,1,0,0,1
28829,35,6,1,1,0,1,1,0,0,1
28830,36,7,1,1,0,1,1,0,0,1
28831,37,8,1,1,0,1,1,0,0,1
28832,38,9,1,1,0,1,1,0,0,1
28833,39,10,1,1,0,1,1,0,0,1
28834,40,11,1,1,0,1,1,0,0,1
28835,41,12,1,1,0,1,1,0,0,1
28836,42,13,1,1,0,1,1,0,0,1
28837,33,4,1,1,0,1,0,1,0,1
28838,34,5,1,1,0,1,0,1,0,1
28839,35,6,1,1,0,1,0,1,0,1
28840,36,7,1,1,0,1,0,1,0,1
28841,37,8,1,1,0,1,0,1,0,1
28842,38,9,1,1,0,1,0,1,0,1
28843,39,10,1,1,0,1,0,1,0,1
28844,40,11,1,1,0,1,0,1,0,1
28845,41,12,1,1,0,1,0,1,0,1
28846,42,13,1,1,0,1,0,1,0,1
28847,33,4,1,1,0,1,1,0,0,1
28848,34,5,1,1,0,1,1,0,0,1
28849,35,6,1,1,0,1,1,0,0,1
28850,36,7,1,1,0,1,1,0,0,1
28851,37,8,1,1,0,1,1,0,0,1
28852,38,9,1,1,0,1,1,0,0,1
28853,39,10,1,1,0,1,1,0,0,1
28854,40,11,1,1,0,1,1,0,0,1
28855,41,12,1,1,0,1,1,0,0,1
28856,42,13,1,1,0,1,1,0,0,1
28857,33,4,1,1,0,1,1,0,0,1
28858,34,5,1,1,0,1,1,0,0,1
28859,35,6,1,1,0,1,1,0,0,1
28860,36,7,1,1,0,1,1,0,0,1
28861,37,8,1,1,0,1,1,0,0,1
28862,38,9,1,1,0,1,1,0,0,1
28863,39,10,1,1,0,1,1,0,0,1
28864,40,11,1,1,0,1,1,0,0,1
28865,41,12,1,1,0,1,1,0,0,1
28866,42,13,1,1,0,1,1,0,0,1
28867,33,4,1,1,0,2,1,0,0,1
28868,34,5,1,1,0,2,1,0,0,1
28869,35,6,1,1,0,2,1,0,0,1
28870,36,7,1,1,0,2,1,0,0,1
28871,37,8,1,1,0,2,1,0,0,1
28872,38,9,1,1,0,2,1,0,0,1
28873,39,10,1,1,0,2,1,0,0,1
28874,40,11,1,1,0,2,1,0,0,1
28875,41,12,1,1,0,2,1,0,0,1
28876,42,13,1,1,0,2,1,0,0,1
28877,33,4,1,1,0,2,0,1,0,1
28878,34,5,1,1,0,2,0,1,0,1
28879,35,6,1,1,0,2,0,1,0,1
28880,36,7,1,1,0,2,0,1,0,1
28881,37,8,1,1,0,2,0,1,0,1
28882,38,9,1,1,0,2,0,1,0,1
28883,39,10,1,1,0,2,0,1,0,1
28884,40,11,1,1,0,2,0,1,0,1
28885,41,12,1,1,0,2,0,1,0,1
28886,42,13,1,1,0,2,0,1,0,1
28887,33,4,1,1,0,1,0,1,0,1
28888,34,5,1,1,0,1,0,1,0,1
28889,35,6,1,1,0,1,0,1,0,1
28890,36,7,1,1,0,1,0,1,0,1
28891,37,8,1,1,0,1,0,1,0,1
28892,38,9,1,1,0,1,0,1,0,1
28893,39,10,1,1,0,1,0,1,0,1
28894,40,11,1,1,0,1,0,1,0,1
28895,41,12,1,1,0,1,0,1,0,1
28896,42,13,1,1,0,1,0,1,0,1
28897,33,4,1,1,0,2,0,1,0,1
28898,34,5,1,1,0,2,0,1,0,1
28899,35,6,1,1,0,2,0,1,0,1
28900,36,7,1,1,0,2,0,1,0,1
28901,37,8,1,1,0,2,0,1,0,1
28902,38,9,1,1,0,2,0,1,0,1
28903,39,10,1,1,0,2,0,1,0,1
28904,40,11,1,1,0,2,0,1,0,1
28905,41,12,1,1,0,2,0,1,0,1
28906,42,13,1,1,0,2,0,1,0,1
28907,33,4,1,1,0,2,1,0,0,1
28908,34,5,1,1,0,2,1,0,0,1
28909,35,6,1,1,0,2,1,0,0,1
28910,36,7,1,1,0,2,1,0,0,1
28911,37,8,1,1,0,2,1,0,0,1
28912,38,9,1,1,0,2,1,0,0,1
28913,39,10,1,1,0,2,1,0,0,1
28914,40,11,1,1,0,2,1,0,0,1
28915,41,12,1,1,0,2,1,0,0,1
28916,42,13,1,1,0,2,1,0,0,1
28917,33,4,1,1,0,1,0,1,0,1
28918,34,5,1,1,0,1,0,1,0,1
28919,35,6,1,1,0,1,0,1,0,1
28920,36,7,1,1,0,1,0,1,0,1
28921,37,8,1,1,0,1,0,1,0,1
28922,38,9,1,1,0,1,0,1,0,1
28923,39,10,1,1,0,1,0,1,0,1
28924,40,11,1,1,0,1,0,1,0,1
28925,33,4,1,1,0,2,1,0,0,1
28926,34,5,1,1,0,2,1,0,0,1
28927,35,6,1,1,0,2,1,0,0,1
28928,36,7,1,1,0,2,1,0,0,1
28929,37,8,1,1,0,2,1,0,0,1
28930,38,9,1,1,0,2,1,0,0,1
28931,33,4,1,1,0,1,1,0,0,1
28932,34,5,1,1,0,1,1,0,0,1
28933,35,6,1,1,0,1,1,0,0,1
28934,36,7,1,1,0,1,1,0,0,1
28935,37,8,1,1,0,1,1,0,0,1
28936,38,9,1,1,0,1,1,0,0,1
28937,39,10,1,1,0,1,1,0,0,1
28938,40,11,1,1,0,1,1,0,0,1
28939,41,12,1,1,0,1,1,0,0,1
28940,42,13,1,1,0,1,1,0,0,1
28941,33,4,1,1,0,1,0,1,0,1
28942,34,5,1,1,0,1,0,1,0,1
28943,35,6,1,1,0,1,0,1,0,1
28944,36,7,1,1,0,1,0,1,0,1
28945,37,8,1,1,0,1,0,1,0,1
28946,38,9,1,1,0,1,0,1,0,1
28947,39,10,1,1,0,1,0,1,0,1
28948,40,11,1,1,0,1,0,1,0,1
28949,41,12,1,1,0,1,0,1,0,1
28950,42,13,1,1,0,1,0,1,0,1
28951,33,4,1,1,0,2,0,1,0,1
28952,34,5,1,1,0,2,0,1,0,1
28953,35,6,1,1,0,2,0,1,0,1
28954,36,7,1,1,0,2,0,1,0,1
28955,37,8,1,1,0,2,0,1,0,1
28956,38,9,1,1,0,2,0,1,0,1
28957,39,10,1,1,0,2,0,1,0,1
28958,40,11,1,1,0,2,0,1,0,1
28959,41,12,1,1,0,2,0,1,0,1
28960,42,13,1,1,0,2,0,1,0,1
28961,33,4,1,1,0,1,1,0,0,1
28962,34,5,1,1,0,1,1,0,0,1
28963,35,6,1,1,0,1,1,0,0,1
28964,36,7,1,1,0,1,1,0,0,1
28965,37,8,1,1,0,1,1,0,0,1
28966,38,9,1,1,0,1,1,0,0,1
28967,39,10,1,1,0,1,1,0,0,1
28968,40,11,1,1,0,1,1,0,0,1
28969,41,12,1,1,0,1,1,0,0,1
28970,42,13,1,1,0,1,1,0,0,1
28971,33,4,1,1,0,2,0,1,0,1
28972,34,5,1,1,0,2,0,1,0,1
28973,35,6,1,1,0,2,0,1,0,1
28974,36,7,1,1,0,2,0,1,0,1
28975,37,8,1,1,0,2,0,1,0,1
28976,38,9,1,1,0,2,0,1,0,1
28977,39,10,1,1,0,2,0,1,0,1
28978,40,11,1,1,0,2,0,1,0,1
28979,41,12,1,1,0,2,0,1,0,1
28980,42,13,1,1,0,2,0,1,0,1
28981,33,4,1,1,0,0,1,0,0,1
28982,34,5,1,1,0,0,1,0,0,1
28983,35,6,1,1,0,0,1,0,0,1
28984,36,7,1,1,0,0,1,0,0,1
28985,37,8,1,1,0,0,1,0,0,1
28986,38,9,1,1,0,0,1,0,0,1
28987,39,10,1,1,0,0,1,0,0,1
28988,40,11,1,1,0,0,1,0,0,1
28989,33,4,1,1,0,2,1,0,0,1
28990,34,5,1,1,0,2,1,0,0,1
28991,35,6,1,1,0,2,1,0,0,1
28992,36,7,1,1,0,2,1,0,0,1
28993,37,8,1,1,0,2,1,0,0,1
28994,38,9,1,1,0,2,1,0,0,1
28995,39,10,1,1,0,2,1,0,0,1
28996,40,11,1,1,0,2,1,0,0,1
28997,41,12,1,1,0,2,1,0,0,1
28998,42,13,1,1,0,2,1,0,0,1
28999,33,4,1,1,0,2,1,0,0,1
29000,34,5,1,1,0,2,1,0,0,1
29001,35,6,1,1,0,2,1,0,0,1
29002,36,7,1,1,0,2,1,0,0,1
29003,37,8,1,1,0,2,1,0,0,1
29004,38,9,1,1,0,2,1,0,0,1
29005,39,10,1,1,0,2,1,0,0,1
29006,40,11,1,1,0,2,1,0,0,1
29007,41,12,1,1,0,2,1,0,0,1
29008,42,13,1,1,0,2,1,0,0,1
29009,33,4,1,1,0,1,0,1,0,1
29010,34,5,1,1,0,1,0,1,0,1
29011,35,6,1,1,0,1,0,1,0,1
29012,36,7,1,1,0,1,0,1,0,1
29013,37,8,1,1,0,1,0,1,0,1
29014,38,9,1,1,0,1,0,1,0,1
29015,39,10,1,1,0,1,0,1,0,1
29016,40,11,1,1,0,1,0,1,0,1
29017,41,12,1,1,0,1,0,1,0,1
29018,42,13,1,1,0,1,0,1,0,1
29019,33,4,1,1,0,2,1,0,0,1
29020,34,5,1,1,0,2,1,0,0,1
29021,35,6,1,1,0,2,1,0,0,1
29022,36,7,1,1,0,2,1,0,0,1
29023,37,8,1,1,0,2,1,0,0,1
29024,38,9,1,1,0,2,1,0,0,1
29025,39,10,1,1,0,2,1,0,0,1
29026,40,11,1,1,0,2,1,0,0,1
29027,41,12,1,1,0,2,1,0,0,1
29028,42,13,1,1,0,2,1,0,0,1
29029,33,4,1,1,0,2,1,0,0,1
29030,34,5,1,1,0,2,1,0,0,1
29031,35,6,1,1,0,2,1,0,0,1
29032,36,7,1,1,0,2,1,0,0,1
29033,37,8,1,1,0,2,1,0,0,1
29034,38,9,1,1,0,2,1,0,0,1
29035,39,10,1,1,0,2,1,0,0,1
29036,40,11,1,1,0,2,1,0,0,1
29037,41,12,1,1,0,2,1,0,0,1
29038,42,13,1,1,0,2,1,0,0,1
29039,33,4,1,1,0,2,0,1,0,1
29040,34,5,1,1,0,2,0,1,0,1
29041,35,6,1,1,0,2,0,1,0,1
29042,36,7,1,1,0,2,0,1,0,1
29043,37,8,1,1,0,2,0,1,0,1
29044,38,9,1,1,0,2,0,1,0,1
29045,39,10,1,1,0,2,0,1,0,1
29046,40,11,1,1,0,2,0,1,0,1
29047,41,12,1,1,0,2,0,1,0,1
29048,42,13,1,1,0,2,0,1,0,1
29049,33,4,1,1,0,2,1,0,0,1
29050,34,5,1,1,0,2,1,0,0,1
29051,35,6,1,1,0,2,1,0,0,1
29052,36,7,1,1,0,2,1,0,0,1
29053,37,8,1,1,0,2,1,0,0,1
29054,38,9,1,1,0,2,1,0,0,1
29055,39,10,1,1,0,2,1,0,0,1
29056,40,11,1,1,0,2,1,0,0,1
29057,41,12,1,1,0,2,1,0,0,1
29058,42,13,1,1,0,2,1,0,0,1
29059,33,4,1,1,0,2,1,0,0,1
29060,34,5,1,1,0,2,1,0,0,1
29061,35,6,1,1,0,2,1,0,0,1
29062,36,7,1,1,0,2,1,0,0,1
29063,37,8,1,1,0,2,1,0,0,1
29064,38,9,1,1,0,2,1,0,0,1
29065,39,10,1,1,0,2,1,0,0,1
29066,40,11,1,1,0,2,1,0,0,1
29067,41,12,1,1,0,2,1,0,0,1
29068,42,13,1,1,0,2,1,0,0,1
29069,33,4,1,1,0,2,1,0,0,1
29070,34,5,1,1,0,2,1,0,0,1
29071,35,6,1,1,0,2,1,0,0,1
29072,36,7,1,1,0,2,1,0,0,1
29073,37,8,1,1,0,2,1,0,0,1
29074,38,9,1,1,0,2,1,0,0,1
29075,39,10,1,1,0,2,1,0,0,1
29076,40,11,1,1,0,2,1,0,0,1
29077,41,12,1,1,0,2,1,0,0,1
29078,42,13,1,1,0,2,1,0,0,1
29079,33,4,1,1,0,1,1,0,0,1
29080,34,5,1,1,0,1,1,0,0,1
29081,35,6,1,1,0,1,1,0,0,1
29082,36,7,1,1,0,1,1,0,0,1
29083,37,8,1,1,0,1,1,0,0,1
29084,38,9,1,1,0,1,1,0,0,1
29085,39,10,1,1,0,1,1,0,0,1
29086,40,11,1,1,0,1,1,0,0,1
29087,41,12,1,1,0,1,1,0,0,1
29088,42,13,1,1,0,1,1,0,0,1
29089,33,4,1,1,0,1,0,1,0,1
29090,34,5,1,1,0,1,0,1,0,1
29091,35,6,1,1,0,1,0,1,0,1
29092,36,7,1,1,0,1,0,1,0,1
29093,37,8,1,1,0,1,0,1,0,1
29094,38,9,1,1,0,1,0,1,0,1
29095,39,10,1,1,0,1,0,1,0,1
29096,40,11,1,1,0,1,0,1,0,1
29097,41,12,1,1,0,1,0,1,0,1
29098,42,13,1,1,0,1,0,1,0,1
29099,33,4,1,1,0,1,0,1,0,1
29100,34,5,1,1,0,1,0,1,0,1
29101,35,6,1,1,0,1,0,1,0,1
29102,36,7,1,1,0,1,0,1,0,1
29103,37,8,1,1,0,1,0,1,0,1
29104,38,9,1,1,0,1,0,1,0,1
29105,39,10,1,1,0,1,0,1,0,1
29106,40,11,1,1,0,1,0,1,0,1
29107,41,12,1,1,0,1,0,1,0,1
29108,42,13,1,1,0,1,0,1,0,1
29109,33,4,1,1,0,2,1,0,0,1
29110,34,5,1,1,0,2,1,0,0,1
29111,35,6,1,1,0,2,1,0,0,1
29112,36,7,1,1,0,2,1,0,0,1
29113,37,8,1,1,0,2,1,0,0,1
29114,38,9,1,1,0,2,1,0,0,1
29115,39,10,1,1,0,2,1,0,0,1
29116,40,11,1,1,0,2,1,0,0,1
29117,41,12,1,1,0,2,1,0,0,1
29118,42,13,1,1,0,2,1,0,0,1
29119,33,4,1,1,0,2,1,0,0,1
29120,34,5,1,1,0,2,1,0,0,1
29121,35,6,1,1,0,2,1,0,0,1
29122,36,7,1,1,0,2,1,0,0,1
29123,37,8,1,1,0,2,1,0,0,1
29124,38,9,1,1,0,2,1,0,0,1
29125,39,10,1,1,0,2,1,0,0,1
29126,40,11,1,1,0,2,1,0,0,1
29127,41,12,1,1,0,2,1,0,0,1
29128,42,13,1,1,0,2,1,0,0,1
29129,33,4,1,1,0,2,1,0,0,1
29130,34,5,1,1,0,2,1,0,0,1
29131,35,6,1,1,0,2,1,0,0,1
29132,36,7,1,1,0,2,1,0,0,1
29133,37,8,1,1,0,2,1,0,0,1
29134,38,9,1,1,0,2,1,0,0,1
29135,39,10,1,1,0,2,1,0,0,1
29136,40,11,1,1,0,2,1,0,0,1
29137,41,12,1,1,0,2,1,0,0,1
29138,42,13,1,1,0,2,1,0,0,1
29139,33,4,1,1,0,2,1,0,0,1
29140,34,5,1,1,0,2,1,0,0,1
29141,35,6,1,1,0,2,1,0,0,1
29142,36,7,1,1,0,2,1,0,0,1
29143,37,8,1,1,0,2,1,0,0,1
29144,38,9,1,1,0,2,1,0,0,1
29145,39,10,1,1,0,2,1,0,0,1
29146,40,11,1,1,0,2,1,0,0,1
29147,41,12,1,1,0,2,1,0,0,1
29148,42,13,1,1,0,2,1,0,0,1
29149,33,4,1,1,0,2,1,0,0,1
29150,34,5,1,1,0,2,1,0,0,1
29151,35,6,1,1,0,2,1,0,0,1
29152,36,7,1,1,0,2,1,0,0,1
29153,37,8,1,1,0,2,1,0,0,1
29154,38,9,1,1,0,2,1,0,0,1
29155,39,10,1,1,0,2,1,0,0,1
29156,40,11,1,1,0,2,1,0,0,1
29157,41,12,1,1,0,2,1,0,0,1
29158,42,13,1,1,0,2,1,0,0,1
29159,33,4,1,1,0,1,0,1,0,1
29160,34,5,1,1,0,1,0,1,0,1
29161,35,6,1,1,0,1,0,1,0,1
29162,36,7,1,1,0,1,0,1,0,1
29163,37,8,1,1,0,1,0,1,0,1
29164,38,9,1,1,0,1,0,1,0,1
29165,39,10,1,1,0,1,0,1,0,1
29166,40,11,1,1,0,1,0,1,0,1
29167,41,12,1,1,0,1,0,1,0,1
29168,42,13,1,1,0,1,0,1,0,1
29169,33,4,1,1,0,2,0,1,0,1
29170,34,5,1,1,0,2,0,1,0,1
29171,35,6,1,1,0,2,0,1,0,1
29172,36,7,1,1,0,2,0,1,0,1
29173,37,8,1,1,0,2,0,1,0,1
29174,38,9,1,1,0,2,0,1,0,1
29175,39,10,1,1,0,2,0,1,0,1
29176,40,11,1,1,0,2,0,1,0,1
29177,41,12,1,1,0,2,0,1,0,1
29178,42,13,1,1,0,2,0,1,0,1
29179,33,4,1,1,0,2,1,0,0,1
29180,34,5,1,1,0,2,1,0,0,1
29181,35,6,1,1,0,2,1,0,0,1
29182,36,7,1,1,0,2,1,0,0,1
29183,37,8,1,1,0,2,1,0,0,1
29184,38,9,1,1,0,2,1,0,0,1
29185,39,10,1,1,0,2,1,0,0,1
29186,40,11,1,1,0,2,1,0,0,1
29187,41,12,1,1,0,2,1,0,0,1
29188,42,13,1,1,0,2,1,0,0,1
29189,33,4,1,1,0,1,0,1,0,1
29190,34,5,1,1,0,1,0,1,0,1
29191,35,6,1,1,0,1,0,1,0,1
29192,36,7,1,1,0,1,0,1,0,1
29193,37,8,1,1,0,1,0,1,0,1
29194,38,9,1,1,0,1,0,1,0,1
29195,39,10,1,1,0,1,0,1,0,1
29196,40,11,1,1,0,1,0,1,0,1
29197,41,12,1,1,0,1,0,1,0,1
29198,42,13,1,1,0,1,0,1,0,1
29199,33,4,1,1,0,1,0,1,0,1
29200,34,5,1,1,0,1,0,1,0,1
29201,35,6,1,1,0,1,0,1,0,1
29202,36,7,1,1,0,1,0,1,0,1
29203,37,8,1,1,0,1,0,1,0,1
29204,38,9,1,1,0,1,0,1,0,1
29205,39,10,1,1,0,1,0,1,0,1
29206,40,11,1,1,0,1,0,1,0,1
29207,41,12,1,1,0,1,0,1,0,1
29208,42,13,1,1,0,1,0,1,0,1
29209,33,4,1,1,0,2,0,1,0,1
29210,34,5,1,1,0,2,0,1,0,1
29211,35,6,1,1,0,2,0,1,0,1
29212,36,7,1,1,0,2,0,1,0,1
29213,37,8,1,1,0,2,0,1,0,1
29214,38,9,1,1,0,2,0,1,0,1
29215,39,10,1,1,0,2,0,1,0,1
29216,40,11,1,1,0,2,0,1,0,1
29217,41,12,1,1,0,2,0,1,0,1
29218,42,13,1,1,0,2,0,1,0,1
29219,33,4,1,1,0,2,0,1,0,1
29220,34,5,1,1,0,2,0,1,0,1
29221,35,6,1,1,0,2,0,1,0,1
29222,36,7,1,1,0,2,0,1,0,1
29223,37,8,1,1,0,2,0,1,0,1
29224,38,9,1,1,0,2,0,1,0,1
29225,39,10,1,1,0,2,0,1,0,1
29226,40,11,1,1,0,2,0,1,0,1
29227,41,12,1,1,0,2,0,1,0,1
29228,42,13,1,1,0,2,0,1,0,1
29229,33,4,1,1,0,2,1,0,0,1
29230,34,5,1,1,0,2,1,0,0,1
29231,35,6,1,1,0,2,1,0,0,1
29232,36,7,1,1,0,2,1,0,0,1
29233,37,8,1,1,0,2,1,0,0,1
29234,38,9,1,1,0,2,1,0,0,1
29235,39,10,1,1,0,2,1,0,0,1
29236,40,11,1,1,0,2,1,0,0,1
29237,41,12,1,1,0,2,1,0,0,1
29238,42,13,1,1,0,2,1,0,0,1
29239,33,4,1,1,0,2,1,0,0,1
29240,34,5,1,1,0,2,1,0,0,1
29241,35,6,1,1,0,2,1,0,0,1
29242,36,7,1,1,0,2,1,0,0,1
29243,37,8,1,1,0,2,1,0,0,1
29244,38,9,1,1,0,2,1,0,0,1
29245,39,10,1,1,0,2,1,0,0,1
29246,40,11,1,1,0,2,1,0,0,1
29247,41,12,1,1,0,2,1,0,0,1
29248,42,13,1,1,0,2,1,0,0,1
29249,33,4,1,1,0,2,0,1,0,1
29250,34,5,1,1,0,2,0,1,0,1
29251,35,6,1,1,0,2,0,1,0,1
29252,36,7,1,1,0,2,0,1,0,1
29253,37,8,1,1,0,2,0,1,0,1
29254,38,9,1,1,0,2,0,1,0,1
29255,39,10,1,1,0,2,0,1,0,1
29256,40,11,1,1,0,2,0,1,0,1
29257,41,12,1,1,0,2,0,1,0,1
29258,42,13,1,1,0,2,0,1,0,1
29259,33,4,1,1,0,2,0,1,0,1
29260,34,5,1,1,0,2,0,1,0,1
29261,35,6,1,1,0,2,0,1,0,1
29262,36,7,1,1,0,2,0,1,0,1
29263,37,8,1,1,0,2,0,1,0,1
29264,38,9,1,1,0,2,0,1,0,1
29265,39,10,1,1,0,2,0,1,0,1
29266,40,11,1,1,0,2,0,1,0,1
29267,41,12,1,1,0,2,0,1,0,1
29268,42,13,1,1,0,2,0,1,0,1
29269,33,4,1,1,0,1,1,0,0,1
29270,34,5,1,1,0,1,1,0,0,1
29271,35,6,1,1,0,1,1,0,0,1
29272,36,7,1,1,0,1,1,0,0,1
29273,37,8,1,1,0,1,1,0,0,1
29274,38,9,1,1,0,1,1,0,0,1
29275,39,10,1,1,0,1,1,0,0,1
29276,40,11,1,1,0,1,1,0,0,1
29277,41,12,1,1,0,1,1,0,0,1
29278,42,13,1,1,0,1,1,0,0,1
29279,33,4,1,1,0,2,1,0,0,1
29280,34,5,1,1,0,2,1,0,0,1
29281,35,6,1,1,0,2,1,0,0,1
29282,36,7,1,1,0,2,1,0,0,1
29283,37,8,1,1,0,2,1,0,0,1
29284,38,9,1,1,0,2,1,0,0,1
29285,39,10,1,1,0,2,1,0,0,1
29286,40,11,1,1,0,2,1,0,0,1
29287,41,12,1,1,0,2,1,0,0,1
29288,42,13,1,1,0,2,1,0,0,1
29289,33,4,1,1,0,2,1,0,0,1
29290,34,5,1,1,0,2,1,0,0,1
29291,35,6,1,1,0,2,1,0,0,1
29292,36,7,1,1,0,2,1,0,0,1
29293,37,8,1,1,0,2,1,0,0,1
29294,38,9,1,1,0,2,1,0,0,1
29295,39,10,1,1,0,2,1,0,0,1
29296,40,11,1,1,0,2,1,0,0,1
29297,41,12,1,1,0,2,1,0,0,1
29298,42,13,1,1,0,2,1,0,0,1
29299,33,4,1,1,0,0,1,0,0,1
29300,34,5,1,1,0,0,1,0,0,1
29301,35,6,1,1,0,0,1,0,0,1
29302,36,7,1,1,0,0,1,0,0,1
29303,37,8,1,1,0,0,1,0,0,1
29304,38,9,1,1,0,0,1,0,0,1
29305,39,10,1,1,0,0,1,0,0,1
29306,40,11,1,1,0,0,1,0,0,1
29307,41,12,1,1,0,0,1,0,0,1
29308,42,13,1,1,0,0,1,0,0,1
29309,33,4,1,1,0,2,0,1,0,1
29310,34,5,1,1,0,2,0,1,0,1
29311,35,6,1,1,0,2,0,1,0,1
29312,36,7,1,1,0,2,0,1,0,1
29313,37,8,1,1,0,2,0,1,0,1
29314,38,9,1,1,0,2,0,1,0,1
29315,39,10,1,1,0,2,0,1,0,1
29316,40,11,1,1,0,2,0,1,0,1
29317,41,12,1,1,0,2,0,1,0,1
29318,42,13,1,1,0,2,0,1,0,1
29319,33,4,1,1,0,2,0,1,0,1
29320,34,5,1,1,0,2,0,1,0,1
29321,35,6,1,1,0,2,0,1,0,1
29322,36,7,1,1,0,2,0,1,0,1
29323,37,8,1,1,0,2,0,1,0,1
29324,38,9,1,1,0,2,0,1,0,1
29325,39,10,1,1,0,2,0,1,0,1
29326,40,11,1,1,0,2,0,1,0,1
29327,41,12,1,1,0,2,0,1,0,1
29328,42,13,1,1,0,2,0,1,0,1
29329,33,4,1,1,0,2,0,1,0,1
29330,34,5,1,1,0,2,0,1,0,1
29331,35,6,1,1,0,2,0,1,0,1
29332,36,7,1,1,0,2,0,1,0,1
29333,37,8,1,1,0,2,0,1,0,1
29334,38,9,1,1,0,2,0,1,0,1
29335,39,10,1,1,0,2,0,1,0,1
29336,40,11,1,1,0,2,0,1,0,1
29337,41,12,1,1,0,2,0,1,0,1
29338,42,13,1,1,0,2,0,1,0,1
29339,33,4,1,1,0,2,1,0,0,1
29340,34,5,1,1,0,2,1,0,0,1
29341,35,6,1,1,0,2,1,0,0,1
29342,36,7,1,1,0,2,1,0,0,1
29343,37,8,1,1,0,2,1,0,0,1
29344,38,9,1,1,0,2,1,0,0,1
29345,39,10,1,1,0,2,1,0,0,1
29346,40,11,1,1,0,2,1,0,0,1
29347,41,12,1,1,0,2,1,0,0,1
29348,42,13,1,1,0,2,1,0,0,1
29349,33,4,1,1,0,2,1,0,0,1
29350,34,5,1,1,0,2,1,0,0,1
29351,35,6,1,1,0,2,1,0,0,1
29352,36,7,1,1,0,2,1,0,0,1
29353,37,8,1,1,0,2,1,0,0,1
29354,38,9,1,1,0,2,1,0,0,1
29355,39,10,1,1,0,2,1,0,0,1
29356,33,4,1,1,0,2,1,0,0,1
29357,34,5,1,1,0,2,1,0,0,1
29358,35,6,1,1,0,2,1,0,0,1
29359,36,7,1,1,0,2,1,0,0,1
29360,37,8,1,1,0,2,1,0,0,1
29361,38,9,1,1,0,2,1,0,0,1
29362,39,10,1,1,0,2,1,0,0,1
29363,40,11,1,1,0,2,1,0,0,1
29364,41,12,1,1,0,2,1,0,0,1
29365,42,13,1,1,0,2,1,0,0,1
29366,33,4,1,1,0,1,0,1,0,1
29367,34,5,1,1,0,1,0,1,0,1
29368,35,6,1,1,0,1,0,1,0,1
29369,36,7,1,1,0,1,0,1,0,1
29370,37,8,1,1,0,1,0,1,0,1
29371,38,9,1,1,0,1,0,1,0,1
29372,39,10,1,1,0,1,0,1,0,1
29373,40,11,1,1,0,1,0,1,0,1
29374,41,12,1,1,0,1,0,1,0,1
29375,42,13,1,1,0,1,0,1,0,1
29376,33,4,1,1,0,2,1,0,0,1
29377,34,5,1,1,0,2,1,0,0,1
29378,35,6,1,1,0,2,1,0,0,1
29379,36,7,1,1,0,2,1,0,0,1
29380,37,8,1,1,0,2,1,0,0,1
29381,38,9,1,1,0,2,1,0,0,1
29382,39,10,1,1,0,2,1,0,0,1
29383,40,11,1,1,0,2,1,0,0,1
29384,41,12,1,1,0,2,1,0,0,1
29385,42,13,1,1,0,2,1,0,0,1
29386,33,4,1,1,0,1,0,1,0,1
29387,34,5,1,1,0,1,0,1,0,1
29388,35,6,1,1,0,1,0,1,0,1
29389,36,7,1,1,0,1,0,1,0,1
29390,37,8,1,1,0,1,0,1,0,1
29391,38,9,1,1,0,1,0,1,0,1
29392,39,10,1,1,0,1,0,1,0,1
29393,40,11,1,1,0,1,0,1,0,1
29394,41,12,1,1,0,1,0,1,0,1
29395,42,13,1,1,0,1,0,1,0,1
29396,33,4,1,1,0,2,1,0,0,1
29397,34,5,1,1,0,2,1,0,0,1
29398,35,6,1,1,0,2,1,0,0,1
29399,36,7,1,1,0,2,1,0,0,1
29400,37,8,1,1,0,2,1,0,0,1
29401,38,9,1,1,0,2,1,0,0,1
29402,39,10,1,1,0,2,1,0,0,1
29403,40,11,1,1,0,2,1,0,0,1
29404,41,12,1,1,0,2,1,0,0,1
29405,42,13,1,1,0,2,1,0,0,1
29406,33,4,1,1,0,2,0,1,0,1
29407,34,5,1,1,0,2,0,1,0,1
29408,35,6,1,1,0,2,0,1,0,1
29409,36,7,1,1,0,2,0,1,0,1
29410,37,8,1,1,0,2,0,1,0,1
29411,38,9,1,1,0,2,0,1,0,1
29412,39,10,1,1,0,2,0,1,0,1
29413,40,11,1,1,0,2,0,1,0,1
