CLIENTNUM,Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio
713904708,1,40,0,3,2,1,4,0,36,6,1,3,7582.0,1942,5640.0,0.823,4926,85,0.635,0.256
807596358,1,49,1,2,5,1,3,0,44,6,2,2,13884.0,1204,12680.0,0.575,4650,70,0.556,0.087
717888108,1,47,0,3,1,2,1,0,35,3,3,2,2872.0,2517,355.0,0.606,3635,62,0.824,0.876
716853258,1,64,1,1,2,2,4,0,45,5,3,2,4417.0,0,4417.0,0.904,4253,72,0.895,0.0
719455083,1,48,0,3,5,2,4,0,39,4,3,4,2991.0,1508,1483.0,0.703,3734,64,0.882,0.504
779299233,1,52,0,3,2,2,4,3,34,3,2,2,13109.0,1375,11734.0,0.742,3563,73,0.553,0.105
708887433,1,65,1,0,2,2,4,0,56,6,1,3,2717.0,0,2717.0,0.736,3150,59,0.475,0.0
713214558,1,52,1,2,2,1,2,0,41,4,3,3,2628.0,2195,433.0,0.635,3608,68,0.417,0.835
718038483,1,42,1,3,5,2,3,0,35,5,1,4,16054.0,0,16054.0,0.446,3449,75,0.705,0.0
714053358,1,37,1,2,3,2,1,0,31,6,3,4,3216.0,0,3216.0,0.683,4039,81,1.077,0.0
713730933,0,53,0,4,2,1,4,0,36,2,3,5,1438.3,0,1438.3,0.314,1739,44,0.467,0.0
713079108,1,51,0,0,2,1,4,0,42,5,3,2,1858.0,925,933.0,1.056,3660,72,0.6,0.498
804426858,1,35,0,1,5,1,4,0,30,3,2,1,2593.0,1660,933.0,0.562,1974,33,1.062,0.64
788379933,1,41,1,3,1,2,2,0,34,5,3,2,12420.0,0,12420.0,0.709,4422,70,0.628,0.0
713740533,1,41,1,3,2,2,2,0,29,5,3,3,2775.0,1664,1111.0,0.809,2478,52,0.926,0.6
712235433,0,43,0,1,2,2,4,0,36,2,3,2,2886.0,0,2886.0,0.587,2326,50,0.429,0.0
714594933,1,44,0,2,2,0,4,0,36,6,3,0,7065.0,990,6075.0,0.503,3758,65,0.711,0.14
827114058,1,46,1,4,4,1,2,0,42,6,2,1,11634.0,0,11634.0,0.52,4447,74,0.574,0.0
708654933,0,51,0,2,1,1,4,2,42,3,2,3,15987.0,193,15794.0,0.435,2021,46,0.394,0.012
718834233,1,38,0,2,0,2,4,0,21,4,1,2,6899.0,0,6899.0,0.771,3848,71,0.69,0.0
719196858,1,50,1,2,2,1,2,0,39,4,1,4,6508.0,2276,4232.0,1.008,4254,77,0.711,0.35
718735908,0,47,1,4,2,2,0,0,35,3,4,3,7015.0,0,7015.0,0.456,1799,51,0.645,0.0
789339633,1,51,1,2,5,0,0,0,41,4,2,3,30560.0,0,30560.0,0.721,3736,55,0.719,0.0
713639058,0,49,1,3,3,1,2,0,34,6,3,3,1511.0,0,1511.0,0.432,1329,35,0.591,0.0
718317258,1,54,0,3,5,2,4,0,47,3,3,3,7477.0,1960,5517.0,1.008,3618,76,0.583,0.262
720362058,0,57,1,2,5,2,2,3,49,4,3,3,32182.0,0,32182.0,0.52,1937,46,0.704,0.0
712606158,1,47,1,4,5,1,2,0,42,4,1,2,5715.0,1214,4501.0,0.858,3685,63,0.658,0.212
710673558,1,37,1,1,3,2,2,0,21,3,2,2,21952.0,1600,20352.0,0.878,4087,70,0.628,0.073
721313808,1,50,1,1,1,2,3,0,41,6,1,2,2826.0,1741,1085.0,0.669,4488,73,0.825,0.616
778924158,1,45,0,2,3,2,4,0,26,4,3,4,1438.3,0,1438.3,0.71,3749,77,0.604,0.0
719602908,0,42,0,2,4,2,1,0,34,3,3,3,5667.0,812,4855.0,0.62,2064,42,0.4,0.143
820383558,1,45,1,4,3,1,3,0,40,6,2,3,6366.0,1344,5022.0,0.492,3258,58,0.758,0.211
717953283,1,41,1,3,2,1,2,0,31,5,2,2,2122.0,1189,933.0,0.398,4379,45,1.143,0.56
710327508,1,44,0,4,5,2,4,0,36,5,2,4,1687.0,1290,397.0,0.709,4247,87,0.706,0.765
811970808,1,53,0,0,2,2,4,0,48,4,3,3,5972.0,1885,4087.0,0.973,3491,65,0.711,0.316
718676283,1,43,0,2,5,1,4,0,34,6,2,3,8771.0,1662,7109.0,0.555,3779,72,0.756,0.189
720439533,1,64,0,0,5,2,4,0,36,3,1,3,7112.0,1358,5754.0,0.553,4951,73,0.587,0.191
793720908,1,46,1,5,5,2,1,0,40,6,2,2,7333.0,875,6458.0,0.807,3636,48,1.286,0.119
708937608,1,37,0,4,3,2,4,0,18,4,1,2,2001.0,1366,635.0,0.86,4590,66,0.571,0.683
769189083,1,46,0,2,2,2,4,0,40,4,2,4,1438.3,639,799.3,0.768,4427,85,0.735,0.444
713455233,1,48,1,3,2,1,3,0,37,5,2,1,34516.0,1416,33100.0,0.491,4026,65,0.512,0.041
719563158,1,48,1,2,3,1,1,0,36,6,3,2,4207.0,1921,2286.0,0.766,3850,75,0.562,0.457
753118533,1,38,0,2,1,2,4,0,31,6,3,2,1555.0,986,569.0,0.865,4686,75,0.667,0.634
713265858,1,44,1,3,2,1,0,0,32,4,2,2,34516.0,1344,33172.0,0.523,4795,92,0.673,0.039
709713033,0,55,1,1,0,2,3,0,48,3,3,3,6846.0,0,6846.0,0.62,1735,35,0.522,0.0
711608958,1,50,1,1,5,1,1,0,36,5,1,4,2071.0,1035,1036.0,0.754,4092,74,0.947,0.5
708633783,0,43,1,3,5,2,3,0,30,3,2,4,11336.0,0,11336.0,0.691,1809,39,0.345,0.0
714532158,1,55,1,1,1,2,2,0,36,3,3,3,15221.0,1166,14055.0,0.839,3848,68,0.619,0.077
720950283,0,47,1,3,3,1,3,0,34,3,3,3,21359.0,0,21359.0,0.551,2064,63,0.853,0.0
809797158,1,42,1,2,5,2,3,0,37,3,3,4,19366.0,1592,17774.0,0.679,3627,66,1.0,0.082
713692683,1,41,1,2,5,1,2,0,13,4,2,2,2243.0,1944,299.0,0.942,3216,77,0.674,0.867
710748483,1,56,0,1,3,2,4,0,43,3,2,2,2923.0,1934,989.0,0.577,3861,68,0.7,0.662
720868683,1,50,0,4,5,2,1,0,22,5,2,3,7853.0,1343,6510.0,0.491,1814,37,0.37,0.171
787532808,1,41,1,4,4,1,1,3,30,6,3,3,16386.0,2236,14150.0,1.004,3293,66,0.833,0.136
712114458,1,49,0,3,5,1,4,0,31,6,3,3,2960.0,1835,1125.0,0.532,3941,64,0.455,0.62
811013658,1,41,1,2,3,1,0,0,36,4,3,2,10816.0,871,9945.0,0.606,3221,68,0.581,0.081
789180933,1,37,0,3,3,2,4,0,26,3,1,2,2917.0,2216,701.0,0.81,4524,67,0.489,0.76
717151383,1,44,0,1,2,1,4,0,36,3,3,3,2568.0,1603,965.0,0.432,3616,85,0.545,0.624
712470033,1,44,0,3,0,2,4,0,30,6,3,3,4539.0,2053,2486.0,0.705,2960,67,0.861,0.452
716039433,1,48,0,2,3,2,4,0,35,4,6,1,1686.0,1271,415.0,1.087,3445,64,0.73,0.754
710874933,1,41,1,1,2,1,3,0,31,5,3,4,10239.0,2224,8015.0,0.545,2149,40,1.105,0.217
709229358,1,46,0,5,5,2,4,0,38,6,1,4,2601.0,1604,997.0,0.853,4835,80,0.702,0.617
715016508,0,42,0,3,3,1,1,0,36,1,3,4,4527.0,0,4527.0,0.801,2441,37,0.37,0.0
818308533,1,47,1,5,4,1,4,0,41,4,2,1,3532.0,0,3532.0,0.82,3162,56,0.6,0.0
760104333,1,43,0,3,2,1,4,3,36,6,2,2,11392.0,0,11392.0,0.821,3246,63,0.703,0.0
718201383,1,49,1,1,0,1,2,0,43,6,3,4,22036.0,1560,20476.0,0.555,2139,48,0.714,0.071
779450958,1,43,0,4,2,1,4,0,25,5,3,2,2772.0,1782,990.0,0.718,4739,88,0.796,0.643
717990183,1,52,1,4,5,1,3,0,36,5,2,2,7474.0,2444,5030.0,0.619,5100,79,0.717,0.327
710505483,1,46,1,3,5,1,2,0,36,4,3,3,11117.0,0,11117.0,0.814,3099,69,0.816,0.0
720964683,1,60,1,0,3,2,1,0,36,5,3,2,5420.0,0,5420.0,0.81,3477,60,0.622,0.0
711478233,1,38,0,1,4,2,4,0,26,4,1,3,2652.0,2496,156.0,0.561,3691,58,1.071,0.941
717096858,1,51,1,2,1,2,1,0,40,4,3,3,6492.0,719,5773.0,0.711,4828,78,0.529,0.111
719739108,1,62,0,0,2,0,1,0,50,3,2,4,11352.0,2517,8835.0,0.751,4021,56,0.806,0.222
721501308,1,41,1,3,3,2,4,0,33,6,3,1,7015.0,918,6097.0,0.957,4410,70,0.591,0.131
714169083,1,48,1,4,4,2,0,0,38,5,2,0,34516.0,1639,32877.0,0.688,4959,74,0.805,0.047
715365183,1,51,0,1,0,1,4,0,42,4,2,2,2431.0,0,2431.0,0.886,3323,65,1.097,0.0
715448058,1,42,0,1,0,1,4,0,36,6,4,1,3050.0,1824,1226.0,0.771,1973,50,1.381,0.598
779008158,1,54,0,4,2,2,4,0,43,3,1,4,2191.0,1655,536.0,1.008,4961,71,0.821,0.755
712822758,1,52,0,3,5,1,4,0,33,6,3,3,5677.0,1403,4274.0,0.951,2730,58,0.758,0.247
717466158,1,48,0,2,1,1,4,0,40,3,4,3,4176.0,1248,2928.0,0.434,4889,62,0.632,0.299
798687258,1,40,1,4,2,1,4,0,34,3,1,2,2577.0,1812,765.0,0.666,4134,62,0.824,0.703
717380133,1,65,1,0,3,2,1,0,36,6,4,1,3305.0,1909,1396.0,0.371,4218,72,0.636,0.578
709693833,1,47,1,4,2,1,2,0,34,6,3,0,9261.0,1605,7656.0,0.571,2468,44,0.419,0.173
804847308,1,64,0,0,2,2,1,0,56,6,2,1,1564.0,0,1564.0,0.516,4018,69,0.605,0.0
781306758,0,58,1,2,5,2,3,0,52,1,2,4,3091.0,2517,574.0,0.602,1844,49,0.633,0.814
743912958,1,39,0,1,2,2,1,0,32,3,3,1,3812.0,1103,2709.0,0.757,4080,65,0.625,0.289
716630508,1,58,1,3,3,1,0,0,50,6,2,4,12698.0,2361,10337.0,0.799,4425,75,0.63,0.186
717442758,1,51,0,4,3,1,1,0,43,5,3,2,8346.0,1452,6894.0,1.194,4141,79,0.612,0.174
711925608,1,42,1,4,2,0,3,0,35,3,2,2,18274.0,1623,16651.0,0.681,3886,81,0.8,0.089
716931183,1,45,1,5,5,2,3,0,38,3,4,4,7560.0,788,6772.0,1.193,4296,68,0.7,0.104
710984133,1,50,1,3,5,2,0,0,36,5,3,4,27876.0,557,27319.0,0.768,4654,88,0.66,0.02
780307233,1,44,0,2,4,1,4,0,30,5,2,3,1924.0,1471,453.0,1.485,3521,58,1.0,0.765
716434533,0,40,1,3,3,1,3,0,36,2,3,4,29149.0,0,29149.0,0.615,2106,56,0.697,0.0
716138958,1,50,0,1,5,1,4,0,33,6,4,4,3160.0,1180,1980.0,1.0,3740,68,0.7,0.373
709276908,1,38,0,2,3,2,1,0,25,6,2,3,1438.3,0,1438.3,0.783,3990,75,0.596,0.0
815767983,1,45,1,0,2,1,2,0,40,4,3,3,1438.3,0,1438.3,0.555,4869,66,0.737,0.0
712403358,1,55,0,2,0,2,1,0,35,4,4,4,1438.3,696,742.3,0.888,4307,76,0.9,0.484
717826308,1,49,0,5,5,1,4,0,36,6,2,4,2331.0,1798,533.0,0.847,4061,66,0.692,0.771
753443583,1,43,0,1,3,2,1,0,36,5,2,1,8156.0,0,8156.0,0.663,3992,73,0.553,0.0
713585958,0,48,0,4,0,1,4,0,36,2,3,2,5997.0,0,5997.0,0.406,1457,42,0.5,0.0
712866933,1,51,1,2,2,1,2,0,32,6,3,4,10824.0,0,10824.0,0.962,3700,73,0.738,0.0
719219883,1,47,1,2,5,1,2,0,36,4,1,2,9300.0,769,8531.0,0.68,3651,67,0.718,0.083
779170008,1,51,0,2,3,2,1,0,32,4,1,2,5351.0,0,5351.0,0.763,4596,78,0.5,0.0
779727558,1,49,0,4,0,2,4,0,33,4,2,3,2097.0,1250,847.0,0.699,4148,71,0.543,0.596
714373308,1,53,0,1,2,2,4,0,46,6,4,4,2266.0,0,2266.0,0.565,3634,66,0.65,0.0
715000383,1,55,1,3,5,2,3,0,46,4,2,3,13598.0,852,12746.0,0.785,4047,76,0.81,0.063
710493558,0,46,0,1,4,1,1,0,38,3,2,2,1803.0,0,1803.0,0.415,1979,37,0.321,0.0
778839108,1,50,0,3,3,1,4,0,31,3,1,4,6292.0,0,6292.0,0.515,3687,74,0.644,0.0
712545183,1,51,0,4,5,2,4,0,37,4,4,2,1765.0,1487,278.0,0.738,3333,66,1.0,0.842
779032308,1,46,1,3,3,1,3,0,27,4,2,3,4964.0,2316,2648.0,0.793,3279,66,0.941,0.467
717084708,1,45,0,4,3,1,4,0,34,6,4,1,2484.0,1543,941.0,0.703,3802,68,0.447,0.621
778247358,1,65,1,1,2,2,4,0,56,5,3,2,7636.0,0,7636.0,0.801,3880,67,0.811,0.0
710702733,1,46,1,4,2,2,3,0,35,6,3,3,11096.0,0,11096.0,0.881,3949,69,0.683,0.0
715165758,1,44,1,3,4,1,0,0,35,3,4,1,27391.0,587,26804.0,0.821,2862,56,1.24,0.021
773667708,0,50,1,1,2,0,2,0,44,3,4,3,7050.0,1008,6042.0,0.639,2176,39,0.56,0.143
717400533,1,54,0,0,3,1,4,0,45,5,2,2,2704.0,789,1915.0,1.039,4839,92,0.769,0.292
713586858,1,40,1,3,5,0,3,0,25,4,3,4,11721.0,1175,10546.0,0.779,4187,73,0.825,0.1
711877458,1,51,0,3,0,1,4,0,36,6,2,2,1936.0,0,1936.0,0.705,4072,72,0.756,0.0
714351558,1,64,0,0,5,2,4,0,36,3,2,1,1829.0,0,1829.0,0.576,3950,65,0.548,0.0
718509858,1,46,1,3,2,1,3,0,37,3,1,4,4786.0,0,4786.0,0.789,4347,69,0.683,0.0
718540308,1,44,1,2,3,2,3,0,36,5,3,0,22143.0,730,21413.0,0.871,4263,62,0.632,0.033
778180158,1,44,1,4,1,0,3,0,34,5,1,4,7150.0,1887,5263.0,0.455,3636,69,0.643,0.264
806947308,0,40,1,4,4,1,2,0,35,3,4,3,20178.0,1553,18625.0,0.324,1735,44,0.375,0.077
710986758,1,43,1,3,3,2,2,0,30,6,2,4,11550.0,1505,10045.0,1.034,3891,76,0.9,0.13
718220358,0,58,1,1,2,2,0,0,36,2,3,4,28618.0,0,28618.0,0.685,1712,41,0.414,0.0
712656783,0,49,1,1,2,2,0,0,36,3,4,3,8136.0,2517,5619.0,0.674,2179,40,0.429,0.309
717483558,1,42,1,3,3,1,0,0,36,3,1,2,19156.0,1353,17803.0,1.41,3547,61,0.649,0.071
721440633,1,55,0,1,3,2,4,0,36,5,2,3,7982.0,897,7085.0,0.778,4387,71,0.511,0.112
711423558,1,60,0,1,4,2,1,0,50,4,1,2,4606.0,0,4606.0,0.857,4181,63,1.032,0.0
721522533,1,48,0,4,2,2,4,0,35,6,3,2,2005.0,1143,862.0,0.824,4311,70,0.591,0.57
708558408,1,50,1,3,3,2,1,0,31,5,3,3,9949.0,1597,8352.0,0.659,3776,83,0.596,0.161
714727833,0,41,0,2,5,2,4,0,36,2,2,3,2892.0,2517,375.0,0.777,2257,48,0.714,0.87
715856208,1,47,1,3,2,2,2,0,36,5,4,3,1896.0,1119,777.0,0.671,4028,76,0.767,0.59
708944958,1,47,1,2,5,2,2,0,40,5,2,4,3569.0,1030,2539.0,1.09,4612,75,0.923,0.289
788350908,1,38,1,3,2,2,1,0,31,3,1,3,5362.0,1110,4252.0,0.651,3548,69,0.5,0.207
818322033,1,41,0,3,2,1,4,0,36,6,6,4,2873.0,1247,1626.0,0.889,3943,80,0.702,0.434
716288958,1,40,1,2,0,1,3,0,36,3,4,3,7840.0,0,7840.0,0.726,4062,71,0.578,0.0
712347258,1,43,0,2,2,1,4,0,35,3,3,2,2209.0,0,2209.0,0.749,4419,68,0.619,0.0
779072733,1,36,0,2,0,1,4,0,17,5,2,2,1971.0,0,1971.0,0.613,4979,77,0.571,0.0
710003958,1,48,0,5,4,1,4,0,40,3,3,3,1438.3,665,773.3,0.75,4100,84,0.615,0.462
715287708,1,41,0,4,2,1,1,0,33,6,3,2,6230.0,1173,5057.0,0.607,3769,77,0.54,0.188
713535033,1,44,1,3,3,1,3,0,36,3,3,2,22243.0,1377,20866.0,0.567,3200,91,0.717,0.062
789293358,1,46,0,3,2,1,4,0,35,3,3,4,7578.0,1794,5784.0,0.62,5328,78,0.625,0.237
715974783,1,53,1,1,2,1,3,0,40,4,3,3,4186.0,0,4186.0,0.888,4590,69,0.816,0.0
716134533,1,44,1,4,0,2,3,0,34,4,4,3,22074.0,0,22074.0,1.199,4406,80,0.739,0.0
708834483,0,46,1,2,1,1,3,0,29,1,2,5,17667.0,0,17667.0,0.569,1775,42,0.556,0.0
780168333,1,39,1,4,2,1,0,0,28,3,2,3,26548.0,1829,24719.0,0.685,3450,83,1.024,0.069
711557508,1,51,1,2,2,2,2,0,40,4,3,0,3532.0,764,2768.0,0.681,4066,74,0.574,0.216
765692658,1,49,0,4,2,2,4,0,42,4,3,4,2162.0,1882,280.0,0.934,3825,70,0.75,0.87
720598308,0,47,1,4,5,2,0,0,37,3,2,6,34516.0,1126,33390.0,0.575,1736,35,0.4,0.033
815353083,0,44,1,1,0,0,3,3,39,2,3,2,34516.0,2361,32155.0,0.529,1853,36,0.385,0.068
720093333,1,41,1,3,4,0,0,0,29,6,1,3,3491.0,2506,985.0,0.873,4855,79,0.58,0.718
717281658,1,52,0,3,2,0,4,0,41,3,3,4,6060.0,1687,4373.0,0.563,3953,65,0.711,0.278
712050933,0,48,1,4,0,1,3,0,32,5,2,3,25190.0,0,25190.0,0.467,1533,41,0.323,0.0
787361583,1,50,1,4,0,0,2,0,44,4,2,3,13911.0,2160,11751.0,0.73,2204,60,0.667,0.155
709921158,1,51,1,1,3,2,2,0,36,6,4,4,2281.0,1751,530.0,0.761,4241,76,0.854,0.768
714781908,1,43,1,3,2,2,2,0,35,3,3,2,5652.0,548,5104.0,0.647,3710,70,0.458,0.097
715174983,1,40,1,3,2,1,2,0,36,4,4,4,2223.0,597,1626.0,0.572,3331,67,0.675,0.269
710863308,1,48,1,4,4,1,1,0,29,6,1,2,2916.0,1074,1842.0,0.774,4020,84,0.68,0.368
710592933,1,44,0,2,2,1,4,0,30,3,2,3,9598.0,1092,8506.0,0.6,2216,54,0.588,0.114
771881283,1,42,1,1,5,0,2,0,30,3,2,2,18570.0,1892,16678.0,0.748,4036,78,0.773,0.102
708687483,0,54,0,4,2,2,4,3,36,3,2,3,13626.0,0,13626.0,0.411,1711,30,0.25,0.0
713184858,1,58,0,2,3,2,4,0,50,4,3,4,1438.3,818,620.3,0.917,4196,71,1.088,0.569
759127158,1,48,1,3,0,1,1,0,35,3,1,3,2592.0,0,2592.0,0.767,4177,85,0.771,0.0
780717483,1,51,0,3,3,1,4,0,40,6,3,3,7540.0,773,6767.0,0.688,4755,58,0.706,0.103
708507483,1,43,0,3,0,0,4,0,31,6,4,3,1477.0,0,1477.0,0.756,4802,82,0.864,0.0
787617483,1,58,0,0,5,2,4,0,48,6,2,4,2628.0,1542,1086.0,0.93,4335,76,0.727,0.587
816608808,1,46,1,1,2,2,3,0,41,4,2,3,8916.0,0,8916.0,0.631,2773,62,0.676,0.0
768256908,0,45,1,3,5,1,4,0,39,3,3,4,8580.0,1636,6944.0,0.393,1880,37,0.233,0.191
811095483,1,48,0,4,2,1,1,3,43,3,1,0,21163.0,2517,18646.0,0.569,1732,35,0.458,0.119
720168558,1,39,0,0,2,1,4,0,36,3,3,3,2936.0,0,2936.0,0.842,4876,74,0.542,0.0
719309133,1,56,0,1,2,1,4,0,51,3,3,4,1438.3,0,1438.3,0.798,3877,70,0.556,0.0
721451208,0,54,1,2,2,2,2,3,45,2,3,2,30540.0,0,30540.0,0.602,1980,36,0.8,0.0
772879158,1,47,1,5,3,1,2,0,38,4,1,2,7357.0,1069,6288.0,0.77,3943,64,0.641,0.145
712934583,1,44,0,4,5,1,4,3,36,6,3,0,11879.0,0,11879.0,0.735,3490,62,0.938,0.0
710088483,1,52,1,3,5,1,3,0,40,4,1,3,21877.0,1073,20804.0,0.908,3283,56,1.0,0.049
753534633,1,42,1,3,3,2,2,0,35,4,3,3,7255.0,0,7255.0,0.9,3148,62,0.824,0.0
710932683,1,55,0,2,3,2,4,0,36,2,1,2,6394.0,0,6394.0,0.656,3470,69,0.917,0.0
714751158,0,49,1,2,3,0,3,0,36,4,2,4,34516.0,2517,31999.0,0.376,1789,48,0.455,0.073
718109808,1,38,1,5,0,2,2,0,25,4,3,0,5597.0,1118,4479.0,0.753,4599,89,0.648,0.2
713227233,1,42,1,4,2,2,3,0,33,4,2,2,32535.0,0,32535.0,0.792,4374,79,0.795,0.0
718342158,0,38,0,4,2,2,4,0,26,2,2,2,4391.0,1933,2458.0,0.579,1849,36,0.385,0.44
720755658,1,42,0,2,1,1,4,0,32,6,6,0,1592.0,0,1592.0,0.745,4172,70,0.75,0.0
711795633,1,65,1,0,1,2,4,0,52,3,3,4,3675.0,0,3675.0,0.664,3798,53,0.472,0.0
716654808,0,48,1,4,3,2,0,0,39,3,4,4,24593.0,0,24593.0,0.777,2084,31,0.55,0.0
716564433,0,53,0,1,2,2,4,0,36,3,2,4,4287.0,0,4287.0,0.294,1635,41,0.242,0.0
719530158,1,57,1,1,2,2,2,0,44,3,3,2,9843.0,1273,8570.0,0.563,3677,66,0.571,0.129
710621283,1,50,1,2,3,1,2,0,32,3,1,3,10733.0,783,9950.0,0.732,3910,66,0.65,0.073
716714733,1,41,1,3,2,2,3,0,30,3,2,0,3460.0,955,2505.0,0.644,3642,69,0.769,0.276
720921408,1,46,0,2,0,2,4,0,36,6,1,4,1996.0,1544,452.0,0.919,3760,69,0.683,0.774
789185508,1,49,1,2,3,1,2,0,38,5,2,1,5536.0,756,4780.0,0.635,3918,70,0.628,0.137
721388283,1,54,1,2,4,2,0,0,45,3,1,4,5597.0,0,5597.0,0.596,4844,58,0.871,0.0
716022258,0,51,0,3,0,2,4,0,36,3,3,3,8960.0,2222,6738.0,0.382,1853,40,0.333,0.248
789362058,1,52,1,4,5,1,2,0,42,3,2,0,5693.0,0,5693.0,0.928,4003,64,0.684,0.0
771460158,1,43,1,3,2,2,4,0,31,3,1,2,4098.0,1776,2322.0,0.673,3939,84,0.647,0.433
714147858,1,44,1,3,3,2,3,0,35,3,3,4,18358.0,1044,17314.0,0.524,3920,85,0.491,0.057
708394908,1,44,1,0,3,2,1,0,33,5,1,3,2337.0,1442,895.0,0.659,3945,65,0.548,0.617
778433283,0,51,1,3,3,1,2,0,31,3,3,3,8989.0,0,8989.0,0.47,2031,53,1.038,0.0
720637008,1,51,0,2,5,1,4,0,43,6,2,3,2124.0,1426,698.0,0.966,3210,52,0.733,0.671
716877258,1,55,0,3,2,2,4,0,48,4,3,2,3968.0,1374,2594.0,0.703,4641,65,0.711,0.346
788760633,1,53,1,3,5,0,2,0,33,4,2,2,13513.0,1495,12018.0,0.505,3503,68,0.511,0.111
718602708,1,43,1,3,2,2,3,0,33,3,3,2,16351.0,1541,14810.0,0.763,3475,82,0.673,0.094
712365483,1,51,1,1,2,2,2,0,43,5,2,4,9619.0,1731,7888.0,0.712,3690,76,0.52,0.18
789154833,1,56,1,3,3,2,3,0,44,5,2,0,19030.0,912,18118.0,0.894,4137,72,0.532,0.048
780336258,1,55,0,1,2,2,4,0,42,6,3,2,2517.0,1257,1260.0,0.834,4528,75,0.786,0.499
716567433,1,41,0,4,2,1,1,0,36,3,2,3,3179.0,1229,1950.0,0.781,4337,82,1.05,0.387
718191483,1,45,1,3,2,0,2,0,35,6,3,2,5065.0,1362,3703.0,0.68,3555,75,0.471,0.269
811527933,0,65,0,0,0,2,4,3,56,3,4,3,10885.0,1758,9127.0,0.8,2291,39,0.773,0.162
778617708,0,46,1,3,0,1,3,0,26,6,2,3,1438.3,864,574.3,0.766,2299,40,0.481,0.601
785055108,1,52,1,0,2,2,2,0,46,4,2,4,10817.0,1142,9675.0,0.722,3889,60,0.818,0.106
709124883,1,49,1,3,0,1,3,0,37,5,1,2,2149.0,1796,353.0,0.628,5228,93,0.661,0.836
772574283,0,50,0,2,2,1,1,0,40,3,1,4,7191.0,0,7191.0,0.565,1654,30,0.579,0.0
769927533,1,50,0,1,3,1,4,0,44,4,2,1,3222.0,1422,1800.0,0.662,4613,72,0.6,0.441
718545033,1,27,0,0,2,1,4,0,17,4,2,2,2042.0,1567,475.0,0.744,5146,78,0.733,0.767
714972558,0,37,0,2,2,2,4,0,36,2,3,0,1610.0,0,1610.0,0.889,2729,45,0.406,0.0
716492583,1,37,0,1,5,2,4,0,28,6,3,4,2388.0,1708,680.0,0.903,4539,89,0.745,0.715
766381908,1,49,0,4,3,1,4,0,42,4,1,4,2473.0,1263,1210.0,0.71,4597,80,0.6,0.511
719109783,1,42,1,3,5,1,1,0,32,3,3,2,13103.0,1809,11294.0,0.724,4323,72,0.5,0.138
796236258,1,48,0,5,3,2,1,0,42,5,1,2,2465.0,1128,1337.0,0.613,4030,86,0.483,0.458
709700058,1,52,0,2,2,2,1,0,33,5,2,2,6081.0,989,5092.0,1.222,4451,70,0.429,0.163
718851783,1,49,1,1,3,1,3,3,37,4,3,2,34516.0,2386,32130.0,0.698,3924,65,0.512,0.069
709709283,0,38,1,3,0,2,1,0,19,1,2,4,3458.0,321,3137.0,0.586,2256,40,0.29,0.093
711993258,1,50,0,0,3,2,1,0,39,5,3,2,8264.0,2057,6207.0,0.821,4240,73,0.587,0.249
780105483,0,65,0,0,5,2,4,0,50,3,4,4,1697.0,377,1320.0,1.048,2799,49,0.485,0.222
718350033,1,50,1,3,0,2,1,0,36,3,2,2,3069.0,1881,1188.0,1.111,2909,58,1.522,0.613
715294083,0,46,1,2,0,2,3,0,38,2,3,2,10309.0,0,10309.0,0.451,1760,40,0.6,0.0
710905908,1,43,1,4,3,2,2,0,36,4,3,3,4983.0,1355,3628.0,0.66,1939,30,0.5,0.272
721387008,1,42,1,4,2,1,0,0,24,3,2,3,3103.0,1783,1320.0,0.479,4792,69,0.643,0.575
715411608,1,45,0,3,3,2,1,0,36,3,1,1,1663.0,1112,551.0,0.588,2978,61,0.906,0.669
710598408,1,55,0,0,2,2,4,0,36,6,1,1,2695.0,0,2695.0,0.816,4557,94,0.843,0.0
713138433,1,50,1,3,2,2,2,0,42,4,2,3,14782.0,1020,13762.0,0.683,3206,54,0.8,0.069
718819158,1,54,0,3,5,2,1,0,41,3,1,3,2488.0,2196,292.0,0.733,4361,75,0.63,0.883
720186258,1,45,0,4,3,0,1,0,31,5,2,4,4701.0,1170,3531.0,0.547,4136,77,0.604,0.249
710197308,1,39,0,2,2,1,4,0,28,4,3,0,1438.3,0,1438.3,1.017,4089,73,0.872,0.0
817086783,1,45,0,3,3,1,4,0,27,4,3,2,2826.0,2162,664.0,0.924,2005,32,0.684,0.765
749211483,1,52,0,0,0,1,1,0,45,4,2,1,4597.0,1905,2692.0,0.906,4932,67,0.914,0.414
789749433,1,33,0,1,2,1,4,0,21,5,3,2,2591.0,2340,251.0,0.608,4730,82,0.708,0.903
715082133,1,40,1,2,2,1,1,0,36,5,2,2,2494.0,1492,1002.0,0.744,3407,61,0.694,0.598
714946908,1,61,1,1,5,2,1,0,36,6,1,1,5039.0,1352,3687.0,0.797,3300,68,0.545,0.268
716711433,0,48,1,5,3,1,1,0,39,3,3,1,7897.0,157,7740.0,0.699,2270,46,0.394,0.02
